,MM,MR,MG,MI,MT,MP,MV,RM,RR,RG,RI,RT,RP,RV,GM,GR,GG,GI,GT,GP,GV,IM,IR,IG,II,IT,IP,IV,TM,TR,TG,TI,TT,TP,TV,PM,PR,PG,PI,PT,PP,PV,VM,VR,VG,VI,VT,VP,VV,fn,category
272,3770,3425,3963,7168,3803,3839,22029,1326,0,773,188,694,79,1069,2350,249,491,339,1180,120,2231,1417,1047,265,888,4860,488,6603,881,2071,369,4896,49401,13287,15598,391,2820,609,237,14290,3768,4411,38017,8764,3743,1147,5798,3509,11494,air.br.com.buracomano.mobile.opcodeSeq.txt,1
273,5388,4037,6034,13641,7488,6965,37346,1761,0,1046,275,1410,147,1997,3783,344,536,461,1798,187,3421,1586,1889,441,1430,8535,733,11587,947,3497,383,7372,53368,14226,29181,353,4147,850,292,16329,10399,8804,67305,12394,6717,1563,10111,5325,18880,com.latest02.rihannawork.opcodeSeq.txt,1
274,2919,1782,942,3630,2301,3173,6826,268,0,433,89,383,45,366,541,140,308,179,410,60,697,938,564,169,533,2362,234,2690,970,733,95,2444,1932,734,6702,161,1148,327,117,1054,5984,3362,15798,3449,1481,230,2044,1215,2999,com.jgrue.vgpc.opcodeSeq.txt,1
275,7181,6344,5451,13030,7827,4443,30119,1961,0,1586,419,1449,173,2007,2861,462,994,700,2119,209,3260,3006,2456,765,1955,9167,791,10989,2211,3291,686,9288,7952,2932,25188,440,4273,1299,393,4318,4975,5264,57064,13293,5565,1686,7364,5045,14286,com.apps2you.MOPH.opcodeSeq.txt,1
276,3396,2680,1463,5172,3980,1556,8734,407,0,741,165,634,86,611,700,177,531,296,791,75,712,1373,981,282,932,4205,422,4096,1695,1073,275,4562,3557,1069,10914,238,1580,608,194,1776,1712,1581,19105,5794,1845,440,2968,1761,3394,br.eti.quimeras.consultornaturamarcia.opcodeSeq.txt,1
277,2294,1612,3282,4894,2454,1714,13375,858,0,505,164,475,55,634,1543,179,318,184,1036,64,1877,1016,696,163,679,3636,338,4687,473,1385,336,3941,47714,12592,9873,302,1754,295,133,13179,2330,2420,23226,4749,2284,725,3898,2559,7631,com.andromo.dev466637.app506509.opcodeSeq.txt,1
278,6633,4998,4546,10574,6966,3959,26746,1675,0,1165,396,1561,156,1818,2911,319,776,425,1378,127,2822,2244,2426,508,1204,6307,643,9239,2442,2421,385,7359,52045,13516,20856,467,3495,1190,246,14555,4944,5361,48385,12037,5769,1088,6484,5015,12995,com.kawasectrader.ct.opcodeSeq.txt,1
279,13620,12586,10545,25111,15821,8724,68692,3421,0,2740,829,3025,349,3727,5888,833,1697,1552,3809,333,6096,5123,4626,1552,3608,17153,1709,21940,4487,6643,1311,18089,109235,29726,48060,1140,9407,2415,897,32034,10768,10351,121761,24977,11238,2755,14255,10034,29469,com.accuweather.android.opcodeSeq.txt,1
280,2388,1723,3486,6440,2864,2147,14784,851,0,621,165,551,61,673,1647,177,334,279,1241,80,2078,1081,744,144,868,5177,389,5743,488,1488,334,4804,48111,12550,12615,292,1939,339,142,13350,2462,2670,27163,5134,2798,867,4840,2553,8297,com.andromo.dev137436.app238755.opcodeSeq.txt,1
281,8403,7852,7408,12863,6155,4940,42728,2576,0,1643,387,1170,148,2481,4338,413,788,525,1932,147,5757,2036,2234,655,1361,7034,645,11957,1585,4443,573,6426,51558,14102,24921,484,5380,974,302,15128,7362,6505,71166,17015,7585,2456,8577,6204,24842,com.vitotechnology.StarWalk2Free.opcodeSeq.txt,1
282,3327,2611,3275,8280,3778,2389,12834,716,0,744,180,754,90,749,1461,227,378,509,1058,99,972,1346,1135,425,1243,4966,461,7201,599,1194,360,5200,4759,1783,12833,245,1774,538,196,2597,2744,2945,28842,5720,1940,548,3798,2400,5115,com.jrummyapps.rootchecker.opcodeSeq.txt,1
283,11390,15232,7486,22822,12416,7660,52482,2569,0,2740,779,2191,262,3036,4399,896,1256,1485,2721,446,4961,4482,4125,1351,3851,12937,1600,19011,3501,5034,1312,12733,57307,16498,40509,882,8022,2226,588,18562,10767,9799,102741,22438,9383,2125,11304,9346,20473,com.al.crimsontide.android.opcodeSeq.txt,1
284,6760,5056,7647,16623,10444,8204,44384,1513,0,1194,372,1918,169,2098,3486,479,839,797,3438,199,3961,2380,1799,625,2103,12001,971,12791,1355,4356,616,9605,14025,4044,44082,621,5594,1328,433,7381,7912,9024,83142,15683,7296,1319,15720,6512,21543,com.aadhk.restpos.opcodeSeq.txt,1
285,8319,13630,10034,17845,10801,7112,45950,2605,0,2143,543,2003,191,2847,4365,728,1063,1063,3083,298,4449,3852,3424,720,2622,12054,1259,15171,1846,5141,967,12119,13361,4528,36660,743,6915,1713,536,6644,7328,7674,92149,17903,6732,1990,10688,6772,19966,com.kajda.fuelio.opcodeSeq.txt,1
286,6444,6278,6331,14041,7093,4712,32642,1825,0,1442,341,1531,162,1964,3149,410,823,683,2288,166,3339,2301,2300,868,1774,9401,857,11689,1440,3249,648,9150,54189,14011,27056,557,4310,1176,351,15493,5362,5334,62052,13336,5613,1496,8452,4751,16461,com.aguirre.android.mycar.activity.opcodeSeq.txt,1
287,10064,9708,7629,18892,11670,7411,49834,3073,0,2120,513,2225,241,2984,4502,587,1314,881,2757,215,4699,3632,3623,1073,2462,12067,1028,15986,2985,5023,1013,12158,57230,15285,37831,648,6125,1641,476,17335,7903,9089,90773,20284,8833,2272,11605,7174,23488,com.allproperty.android.consumer.my.opcodeSeq.txt,1
288,11390,15232,7486,22822,12416,7660,52482,2569,0,2740,779,2191,262,3036,4399,896,1256,1485,2721,446,4961,4482,4125,1351,3851,12937,1600,19011,3501,5034,1312,12733,57307,16498,40509,882,8022,2226,588,18562,10767,9799,102741,22438,9383,2125,11304,9346,20473,com.ap.adval.opcodeSeq.txt,1
289,1723,1773,2261,3473,1677,1630,12468,986,0,491,100,333,40,593,1495,102,198,109,599,62,1497,695,556,136,367,2390,179,3115,351,1276,216,2134,47094,12398,7138,246,1252,284,102,12726,2463,2514,19604,4324,2286,791,2539,1932,7133,air.com.cocosapps.HandDoctorTreatment.opcodeSeq.txt,1
290,4241,2867,5079,9316,5460,3957,22544,1402,0,953,221,1009,113,1235,2620,243,523,463,1658,153,2229,1723,1320,308,1434,7488,693,7949,887,2080,447,7343,6869,1863,20760,334,2890,713,252,3417,4338,4701,42369,9000,3959,1002,7356,3642,12487,app.fastfacebook.com.opcodeSeq.txt,1
291,5993,4845,6365,13373,7913,5208,32880,1939,0,1330,371,1665,156,2070,3550,346,723,664,2240,172,3173,2286,2320,521,1823,10220,857,10819,1378,2855,732,9712,55540,19614,29517,476,4314,1220,328,21599,5699,11576,61535,13410,6115,1231,9720,10785,15980,com.tools.screenshot.opcodeSeq.txt,1
292,6467,5615,6923,12816,6750,4332,31333,1120,0,1391,439,1479,131,1925,2691,428,740,711,2394,187,3499,2613,2299,549,1926,9311,843,10758,1025,2916,672,9307,8345,2799,25226,343,4035,1077,316,4571,4659,5331,60018,12115,4986,1330,7561,5075,13874,com.andtek.sevenhabits.opcodeSeq.txt,1
293,13080,9914,13688,31740,15446,11453,107398,3668,0,2281,749,3270,388,4102,7807,786,1320,1658,5000,416,6210,4385,4649,1164,4548,21483,2183,26876,2282,6150,1263,19652,23120,7709,59036,876,8507,2431,781,11077,13713,15163,171355,28408,13910,5381,33451,13098,48033,com.alibaba.aliexpresshd.opcodeSeq.txt,1
294,7343,6087,8165,18985,8651,6326,46790,2204,0,1710,459,1874,172,2435,4231,568,885,915,2770,215,4208,2686,2775,791,2579,11450,933,16465,1387,4768,855,10241,11104,4022,35481,392,6029,1183,403,6658,14115,9320,84320,16062,7698,2150,12215,8162,22246,com.jcp.opcodeSeq.txt,1
295,8226,8323,9086,20000,10028,7854,44488,2215,0,2236,578,2625,228,2773,4082,653,963,1219,3207,250,4018,2918,3903,846,2808,14468,1309,17014,1657,4535,1068,14310,15096,5519,39117,617,6835,1719,557,7927,9274,9565,88518,17954,7782,1732,12024,8162,19879,com.rubenmayayo.reddit.opcodeSeq.txt,1
296,13252,15107,14647,30668,15691,13712,80174,3771,0,3120,847,3747,425,5305,6750,955,2111,1477,4624,376,7277,4795,6720,1345,4263,18564,1919,24824,2532,7234,1470,18135,67388,19670,64273,1088,11542,2523,717,23000,14538,16777,151518,33385,13197,2718,21646,13586,38832,jp.ameba.opcodeSeq.txt,1
297,4740,4414,4159,8547,5010,4153,25141,1511,0,951,280,896,92,1660,2344,253,607,499,1479,1218,2863,1674,1557,461,1083,5691,515,7782,1406,1934,396,6069,50560,13036,16605,344,2754,2107,209,13838,7085,4842,44500,9527,4676,1020,5317,3607,11823,career.money.horoscope.opcodeSeq.txt,1
298,15480,13512,12100,29648,17056,11459,83752,4761,0,3394,744,3067,326,4497,7916,868,1754,1185,3855,311,7188,5061,5225,1288,4046,17635,1945,25157,4375,7979,1232,17218,64043,17223,57817,1441,10760,2079,638,21180,13877,14801,144905,30868,14347,3524,19132,12913,41353,br.com.tapps.sharkevolution.opcodeSeq.txt,1
299,5183,2955,6147,11062,6794,3828,21396,1602,0,985,250,1213,121,1434,3326,248,701,515,2141,163,2672,2430,1738,468,1568,8705,824,9115,1299,1578,581,9232,53690,13621,22110,481,2950,975,289,15044,4798,4476,43383,8574,4529,1057,7894,3994,11626,com.a0soft.gphone.app2sd.opcodeSeq.txt,1
300,10064,9708,7629,18892,11670,7411,49834,3073,0,2120,513,2225,241,2984,4502,587,1314,881,2757,215,4699,3632,3623,1073,2462,12067,1028,15986,2985,5023,1013,12158,57230,15285,37831,648,6125,1641,476,17335,7903,9089,90773,20284,8833,2272,11605,7174,23488,com.allproperty.android.consumer.id.opcodeSeq.txt,1
301,11738,8593,8068,25324,11960,7845,58090,3425,0,2147,690,2378,176,2963,5347,576,1096,1177,4282,332,6602,3089,3578,1613,4294,14093,1479,22470,4172,5804,1511,14035,57028,16491,42058,953,7950,1605,425,19502,7993,10284,103163,21013,12563,2054,14727,9468,31387,com.whitepages.search.opcodeSeq.txt,1
302,8155,6324,5280,14754,9745,5928,36664,1936,0,1655,413,1616,177,2196,2944,565,1129,718,2150,207,2945,2927,2782,757,1889,9711,793,12423,2785,3594,738,9881,11442,3905,29668,715,5159,1478,417,5534,5985,7180,67727,15038,6186,1483,9506,6385,15914,by.tut.media.second.opcodeSeq.txt,1
303,15783,14138,11398,28210,17874,10691,78169,3935,0,2936,861,3307,316,4181,6618,939,1724,1429,4095,320,6594,5625,5260,1574,3575,17894,1441,22440,4596,7146,1437,17126,108540,29446,55888,1073,9553,2370,710,32199,11401,13204,139427,26053,12583,2805,17172,11164,32396,aussie.rules.live.opcodeSeq.txt,1
304,12976,7491,6034,16883,12726,7489,47077,2475,0,1859,470,1845,192,2352,3945,551,1302,992,2572,227,4205,3921,2844,1090,2379,11361,1019,13315,4747,4679,894,10949,13415,3816,35671,1024,6121,1663,498,6095,7363,8012,81552,18250,8253,1910,11688,6416,21438,com.browze.opcodeSeq.txt,1
305,1723,1773,2264,3473,1681,1631,12482,988,0,490,100,333,40,592,1496,102,198,109,601,62,1499,696,553,136,368,2392,179,3121,351,1276,216,2138,47094,12398,7147,246,1255,284,102,12728,2464,2519,19622,4338,2289,793,2539,1934,7147,air.net.ozonedevelopment.HorseBabyBirth.opcodeSeq.txt,1
306,3415,2919,2811,6700,3402,1926,16568,758,0,617,218,642,64,1044,1426,228,450,379,1095,98,1818,1427,1065,287,740,4290,412,5749,785,1469,292,4394,3613,1390,11299,167,2012,683,163,1965,2512,2774,29921,6244,3034,676,3348,2709,7255,com.cesayazilim.sorsoruyu.opcodeSeq.txt,1
307,6001,4344,5302,11035,7104,4250,33157,1572,0,1204,291,1271,128,1759,2884,321,575,565,1662,108,2382,1727,1932,420,1431,7899,667,9441,1200,3132,496,7683,52295,13565,24525,473,4090,813,288,14918,5470,5211,57534,11643,4881,1103,8092,4386,15694,com.kajokangin.indosaham.opcodeSeq.txt,1
308,10794,9179,11622,24450,13445,8692,56291,3349,0,2367,603,2643,294,3231,5892,826,1273,1276,4343,356,5476,4508,4044,883,3308,17160,1535,20852,2465,5914,1275,16604,64078,17381,48405,1112,8183,2324,600,19286,12430,11318,106978,22069,9865,2561,16276,9682,30938,com.rebelmouse.android.higherperspective.opcodeSeq.txt,1
309,25740,21790,14364,38495,21469,12201,94476,3505,0,3545,1252,3992,312,4699,7322,1506,2515,2324,5140,451,8277,8665,6387,2090,5808,20812,1947,30817,7554,7623,1748,19763,22933,8535,61959,1800,10293,3344,887,11019,15596,14119,174228,28155,14733,3668,18527,11640,37235,com.auco.android.opcodeSeq.txt,1
310,2379,2525,2497,3993,1909,1659,15239,1115,0,524,118,366,47,757,1560,131,255,141,811,88,1939,782,588,178,436,2539,221,3958,568,1492,247,2464,47155,12253,8754,241,1698,346,97,12724,2148,2391,23670,5800,2651,962,3181,2296,9218,com.ne.hdv.opcodeSeq.txt,1
311,2367,2189,2024,3890,2301,1533,10721,702,0,428,154,420,42,681,1170,147,364,204,758,79,1522,778,719,228,543,3149,262,3509,709,1012,253,3108,47564,12391,8461,216,1423,453,116,12787,2246,2061,19210,4587,2311,690,2851,2052,6057,com.appways.potionmixer.opcodeSeq.txt,1
312,13808,12112,9123,20696,11879,6705,54466,1833,0,2129,929,2199,175,3161,4115,830,1618,1944,3140,261,5118,4908,4170,1589,3871,11752,1285,16970,4372,4853,1465,11551,11474,4184,32202,875,6308,2054,620,5563,7826,7165,99152,14876,8069,1816,9227,6657,17867,br.com.edeploy.gol.checkin.activities.opcodeSeq.txt,1
313,12758,6556,13218,25287,14837,8830,56618,3076,0,1654,555,2637,233,2705,8078,723,2986,1698,4420,465,6169,4244,3410,1002,3973,16296,1717,21522,2619,3527,1290,15731,66735,18878,49265,1634,6231,2122,721,21203,16108,11191,106395,16731,11099,2367,17773,9133,31092,com.access_company.android.nfcommunicator.opcodeSeq.txt,1
314,12055,9346,9960,23195,12409,7536,57873,2872,0,2212,567,2614,265,3120,4981,729,1129,1074,3060,274,4521,3600,3898,865,2830,14898,1261,19673,2570,6068,966,14200,60711,18313,45097,791,8179,1752,552,20754,10293,11241,105976,22167,8648,2172,14344,10900,27332,com.JankStudio.Mixtapes.opcodeSeq.txt,1
315,1723,1768,2254,3465,1653,1615,12405,976,0,487,100,333,40,590,1491,102,198,109,598,62,1495,689,549,136,364,2382,179,3108,349,1275,216,2117,47083,12396,7098,246,1249,284,102,12712,2452,2496,19504,4290,2273,788,2538,1927,7088,air.goyungames.adamas.opcodeSeq.txt,1
316,7244,5038,8620,17446,9978,6157,40741,2356,0,1400,472,1967,173,2138,5077,526,1009,1010,2946,237,3921,3060,2779,755,2458,13069,1012,14530,1656,3330,894,12429,58574,16414,35871,717,5504,1472,437,18377,8318,8350,75678,14232,7490,1696,12713,7933,20434,com.joeykrim.rootcheck.opcodeSeq.txt,1
317,9349,7720,6981,13698,9032,6395,50079,2248,0,1593,401,1507,139,2382,3564,441,1017,609,2246,172,4834,2608,2283,678,1733,8457,744,11435,2689,5521,693,7343,52539,14029,30566,611,6293,1051,300,16274,5857,6723,82268,15765,7121,2039,9783,5920,21840,br.com.voeazul.opcodeSeq.txt,1
318,22681,19001,15355,34641,20896,15714,101846,4761,0,4081,1093,3200,339,5194,8187,1216,2901,1512,4856,364,10317,7564,5964,1887,4685,19194,2053,28728,5754,9670,1468,18807,64588,17606,66287,1556,12329,2576,795,21332,25983,17726,179972,35394,15590,4541,21315,13247,48069,com.avai.amp.mrn.opcodeSeq.txt,1
319,4024,2377,3475,5651,4957,2994,18077,1265,0,686,152,637,82,967,1962,145,436,295,1007,102,2130,1314,1015,328,955,4438,490,5042,1065,1299,214,4812,49761,13052,13507,400,2046,638,198,14003,3396,2755,31736,5725,2997,874,4355,2309,9378,com.wilysis.cellinfolite.opcodeSeq.txt,1
320,4485,4173,3795,7955,4744,3007,23201,1483,0,988,217,954,113,1352,2381,237,583,298,1246,129,2615,1558,1400,391,989,5322,538,6961,1498,2427,437,5332,50287,13218,16544,402,3027,696,208,14244,3692,4106,39697,9530,4273,1238,5304,3804,12575,com.vampirewallpaper.vampirepictures.skull.art.graphics.dracula.funny.background.creepy.scary.horror.hd.free.opcodeSeq.txt,1
321,3080,3177,2756,5323,3294,1730,13044,951,0,789,159,664,86,879,1493,151,421,251,791,66,1439,983,1067,247,820,4125,406,4925,847,1343,240,4520,48876,12567,12218,259,2056,492,180,13235,2503,2214,24954,7059,2512,651,3893,2430,6749,all.newspapers.fi.opcodeSeq.txt,1
322,15174,8183,8229,23193,17054,9662,71941,2847,0,2076,563,2588,299,3095,4681,731,1285,1164,3760,321,5380,4645,3352,1090,2961,15210,1426,18572,5214,5671,1039,14191,62019,15902,50373,1056,7443,2005,615,18909,9904,11293,119936,23566,11241,2316,17069,7855,33619,br.com.gerenciadorfinanceiro.controller.opcodeSeq.txt,1
323,3297,3165,4017,6531,3009,2566,22147,1871,0,759,171,600,78,1187,2396,209,335,278,1004,92,2609,1054,1059,225,700,3945,356,6191,590,2360,345,3604,48471,12906,13199,319,2567,448,168,13474,3919,3826,35339,8400,3897,1339,4758,3206,13374,air.InmobiliariaMovil.opcodeSeq.txt,1
324,2008,2009,2499,3693,1514,1453,14240,1087,0,472,104,342,40,712,1588,109,208,106,734,70,1949,696,574,141,399,2107,157,3486,296,1416,242,1848,46629,12180,7622,206,1442,242,68,12559,2570,2181,21649,4883,2576,903,2682,1994,8516,com.chi.Crime.opcodeSeq.txt,1
325,9559,10076,10784,25594,13180,10557,68328,3301,0,2500,591,2571,261,3597,5714,788,1069,1191,3519,249,5957,3584,3954,1092,3061,14499,1307,21622,1845,7578,1212,12875,59215,16539,50553,769,10780,1532,510,19088,9820,12958,123684,27112,10755,2507,16653,10772,31407,com.joelapenna.foursquared.opcodeSeq.txt,1
326,10449,7520,8635,19405,10051,6038,44167,2449,0,2009,512,2098,194,2525,4429,676,1047,1231,2611,246,3680,3066,3209,848,2846,12634,1275,16737,2171,4596,809,12150,57149,15961,35311,603,5907,1575,534,17884,7513,7880,83243,17596,7366,1798,10508,7273,18037,com.tubitv.opcodeSeq.txt,1
327,9411,8622,10202,20659,10529,7754,53936,3410,0,2074,569,2132,221,3268,5367,628,1030,1073,2924,266,5446,3379,3488,908,2785,13137,1365,18455,1781,5005,967,13187,58428,16283,39105,626,7234,1786,541,18563,9043,9644,97688,19920,8756,2443,12468,8743,25798,com.ciwili.booster.opcodeSeq.txt,1
328,5211,3994,5051,10919,6356,4307,28085,1574,0,1102,287,1268,136,1542,2711,255,601,457,1934,127,2832,1868,1768,473,1442,8246,725,8843,1154,2327,442,7973,54077,13431,24635,380,3252,1061,262,15109,4406,5247,51240,10985,5171,1031,8317,4160,13678,champcash.com.opcodeSeq.txt,1
329,10619,9635,10401,17780,8553,6559,56273,3165,0,2300,509,1672,167,3173,5446,463,1177,700,2810,187,7877,3482,2908,913,1922,10442,885,15996,2236,5092,717,9790,53768,14369,34060,576,6207,1295,387,16074,8527,7898,94556,21212,9577,3292,11292,7365,30710,com.cambo.seafood.opcodeSeq.txt,1
330,10615,9177,8798,16526,9201,6399,49462,2641,0,2133,461,1621,204,2806,4742,532,1118,598,2759,195,6886,3200,2812,848,1894,10316,883,13942,2625,5272,725,9543,54238,15025,33954,651,6491,1343,409,16627,24030,7992,85780,19703,9126,2683,11557,7462,27084,com.renovate.quantativeaptitutetricks.opcodeSeq.txt,1
331,8627,7526,7821,12289,6220,5016,40993,2470,0,1582,385,1129,128,2383,4157,342,802,398,2221,141,6099,2288,2160,673,1265,7492,591,10914,1606,4219,569,6751,51525,13862,24888,503,4980,1014,281,14946,6954,6244,69020,15802,7129,2502,8547,5891,24326,com.iwaredesigns.prodarts.opcodeSeq.txt,1
332,1401,577,746,2657,961,486,4981,278,0,191,46,269,12,384,598,57,125,105,180,9,404,436,652,143,297,924,100,2033,426,513,70,803,618,221,2783,76,569,81,27,374,869,854,8813,1446,1065,225,851,731,2780,com.jacksontempra.apps.whatsup.opcodeSeq.txt,1
333,17549,12332,5547,27088,20256,12126,78770,1850,1528,640,932,5939,230,5101,7293,3715,2115,1586,5741,739,11674,3717,5311,6093,2842,17324,1059,21935,3340,10817,1372,19419,61975,20292,64181,825,12962,3192,794,24758,14192,14923,138244,35498,13583,2777,22268,15806,38925,com.badoo.mobile.opcodeSeq.txt,1
334,11042,10001,8948,16661,9140,6471,50936,2997,0,2235,503,1648,188,2956,4961,516,1107,710,2587,179,6558,3180,3066,947,2007,10260,827,14936,2441,5219,833,9804,54326,15379,33018,761,6605,1345,448,16887,8644,7986,88132,20518,8668,2866,10721,7862,27283,com.a13softdev.flashlight.opcodeSeq.txt,1
335,17,27,74,15,36,79,135,66,0,1,1,2,0,2,8,1,1,1,1,0,4,2,2,0,0,12,2,18,4,3,0,14,15,70,40,0,5,2,0,28,60,128,285,69,10,2,37,7,41,air.com.gogvo.Conference.opcodeSeq.txt,1
336,9704,10145,8878,19924,9981,8242,53721,2981,0,2008,665,2462,243,3239,4526,614,1040,1309,2800,206,4536,3442,3905,872,3031,12002,1408,17806,2197,5165,932,12825,58568,16564,38081,689,7573,1667,592,18499,58134,9278,97587,20857,9325,1748,12478,7954,25034,com.cardking.dw_iap.opcodeSeq.txt,1
337,168,107,167,393,191,160,1136,93,0,17,11,56,3,56,130,19,10,17,46,6,68,57,70,11,59,247,27,344,14,76,19,270,234,61,988,7,109,22,7,123,208,257,1896,396,232,26,416,155,636,zok.android.numbers.opcodeSeq.txt,1
338,1704,1398,816,2789,1982,825,5630,324,0,361,80,327,41,310,472,73,275,196,338,51,403,653,466,133,455,2207,255,2343,741,563,107,2413,46300,11837,5984,107,989,315,114,12221,982,1017,11250,3213,1025,211,1867,1116,2486,com.vsl.marketingmanagement.opcodeSeq.txt,1
339,6458,6331,5083,10785,5678,3830,33581,2403,0,1434,307,1034,142,1997,3152,294,697,478,1508,139,3792,2077,1961,492,1311,6414,611,9778,1758,3523,523,6249,50253,13432,21599,417,4272,877,274,14549,5692,5212,55851,14299,5984,1921,6965,4918,18469,bubbleshooter.arcade.opcodeSeq.txt,1
340,9465,8703,8308,17407,9623,8072,56786,2860,0,1720,511,1730,185,2800,5136,496,1007,661,2915,227,5115,3134,2816,800,1818,11705,1005,14527,1956,5156,836,10846,58086,14908,37865,733,6192,1447,412,17402,13091,10007,95411,20256,9179,2313,12963,7891,27582,com.labcave.aircraftsurvival.opcodeSeq.txt,1
341,5388,4037,6034,13641,7488,6965,37346,1761,0,1046,275,1410,147,1997,3783,344,536,461,1798,187,3421,1586,1889,441,1430,8535,733,11587,947,3497,383,7372,53368,14226,29181,353,4147,850,292,16329,10399,8804,67305,12394,6717,1563,10111,5325,18880,ch.gordan.cathieapp1demo.opcodeSeq.txt,1
342,3449,2991,2228,5060,3304,1818,13994,1046,0,683,168,602,72,931,1436,165,452,236,684,60,1701,889,1051,297,684,3537,319,4628,1137,1305,197,3810,48667,12211,11002,242,1885,581,144,12649,2567,2157,24844,6716,2955,630,3595,2198,7532,com.latenightbirds.mobilegamecheats.opcodeSeq.txt,1
343,6968,6628,7001,14479,6181,4545,40607,2231,0,1546,425,1341,149,2553,3645,398,897,1087,2062,208,5265,2874,2178,750,2126,8416,879,12831,1634,3949,584,7833,52271,14088,24387,548,4623,1205,435,15286,7210,6167,68666,14648,7628,2179,7866,5867,21690,com.appmakr.adoradorfiel1.opcodeSeq.txt,1
344,35158,23857,28820,40926,20053,18642,86033,5462,0,4037,1287,3947,361,5152,19142,1732,5357,2065,4442,390,6666,10582,7820,1681,5264,20810,1982,33647,3434,9845,1695,19533,25389,10342,69795,1133,14038,2659,3472,11810,16280,19401,179735,37870,12262,3885,19486,14093,36365,com.busuu.android.enc.opcodeSeq.txt,1
